Time(s)	SetTemp(K)	Temp(K)	HeatPower	P	I	D	
4633.1324660778	400	133.152	50	130	50	0	-1670585809.42106
4638.212018013	400	132.802	50	130	50	0	-1670585804.34151
4643.28300499916	400	133.512	50	130	50	0	-1670585799.27053
4648.36383700371	400	132.944	50	130	50	0	-1670585794.18969
4653.43466305733	400	133.61	50	130	50	0	-1670585789.11887
4658.53608798981	400	133.702	50	130	50	0	-1670585784.01744
4663.67796111107	400	133.633	50	130	50	0	-1670585778.87557
4668.73720693588	400	134.027	134.027	50	--	--	-1670585773.81632
4673.82923793793	400	133.617	50	130	50	0	-1670585768.72429
4678.9102370739	400	134.1	50	130	50	0	-1670585763.64329
4683.98019003868	400	134.062	50	130	50	0	-1670585758.57334
4689.06148505211	400	134.458	50	130	50	0	-1670585753.49204
4694.13327312469	400	134.23	50	130	50	0	-1670585748.42026
4699.21883702278	400	134.76	50	130	50	0	-1670585743.33469
4704.34517002106	400	134.406	50	130	50	0	-1670585738.20836
4709.42561793327	400	134.856	50	130	50	0	-1670585733.12791
4714.50636410713	400	134.706	50	130	50	0	-1670585728.04717
4719.57690596581	400	135.224	50	130	50	0	-1670585722.97662
4724.64889192581	400	134.695	50	130	50	0	-1670585717.90464
4729.70977902412	400	135.283	50	130	50	0	-1670585712.84375
4734.79557609558	400	135.266	50	130	50	0	-1670585707.75795
4739.90343308449	400	135.326	50	130	50	0	-1670585702.6501
4744.9838681221	400	135.576	50	130	50	0	-1670585697.56966
4750.05298805237	400	135.328	50	130	50	0	-1670585692.50054
4755.12459897995	400	135.908	50	130	50	0	-1670585687.42893
4760.19563508034	400	135.354	50	130	50	0	-1670585682.35789
4765.28701090813	400	136.055	50	130	50	0	-1670585677.26652
4770.34783005714	400	135.435	50	130	50	0	-1670585672.2057
4775.42816901207	400	136.18	50	130	50	0	-1670585667.12536
4780.50997710228	400	135.754	50	130	50	0	-1670585662.04355
4785.59083008766	400	136.389	50	130	50	0	-1670585656.9627
4790.66080713272	400	136.29	50	130	50	0	-1670585651.89272
4795.74244308472	400	136.753	50	130	50	0	-1670585646.81109
4800.83330798149	400	136.147	50	130	50	0	-1670585641.72022
4805.91465806961	400	136.842	50	130	50	0	-1670585636.63887
4810.9855530262	400	136.802	50	130	50	0	-1670585631.56798
4816.06602811813	400	136.908	50	130	50	0	-1670585626.4875
4821.14781093597	400	137.043	50	130	50	0	-1670585621.40572
4826.24886608124	400	136.846	50	130	50	0	-1670585616.30466
4831.33125305176	400	137.378	50	130	50	0	-1670585611.22228
4836.41156697273	400	136.992	50	130	50	0	-1670585606.14196
4841.49422502518	400	137.628	50	130	50	0	-1670585601.05931
4846.56236195564	400	137.129	50	130	50	0	-1670585595.99117
4851.63299107552	400	137.769	50	130	50	0	-1670585590.92054
4856.70451593399	400	137.407	50	130	50	0	-1670585585.84901
4861.78574299812	400	137.773	50	130	50	0	-1670585580.76779
4866.86617207527	400	137.723	50	130	50	0	-1670585575.68736
4871.94707393646	400	138.03	50	130	50	0	-1670585570.60646
4877.0286090374	400	138.157	50	130	50	0	-1670585565.52492
4882.10505509377	400	138.081	50	130	50	0	-1670585560.44847
4887.19088292122	400	138.336	50	130	50	0	-1670585555.36265
4892.26110291481	400	138.34	50	130	50	0	-1670585550.29243
4897.35195994377	400	138.546	50	130	50	0	-1670585545.20157
4902.42321300507	400	138.403	50	130	50	0	-1670585540.13032
4907.50385808945	400	138.812	50	130	50	0	-1670585535.04967
4912.59558010101	400	138.225	50	130	50	0	-1670585529.95795
4917.65663790703	400	138.95	50	130	50	0	-1670585524.89689
4922.74236702919	400	138.701	50	130	50	0	-1670585519.81116
4927.83866405487	400	138.776	50	130	50	0	-1670585514.71487
4932.9189260006	400	139.11	50	130	50	0	-1670585509.6346
4937.99045705795	400	138.943	50	130	50	0	-1670585504.56307
4943.06100201607	400	139.378	50	130	50	0	-1670585499.49253
4948.14243412018	400	138.877	50	130	50	0	-1670585494.4111
4953.21312499046	400	139.553	50	130	50	0	-1670585489.34041
4958.29391407967	400	138.97	50	130	50	0	-1670585484.25962
4963.35480713844	400	139.652	50	130	50	0	-1670585479.19872
4968.44828701019	400	139.428	50	130	50	0	-1670585474.10524
4973.51677799225	400	139.683	50	130	50	0	-1670585469.03675
4978.59856390953	400	140.023	50	130	50	0	-1670585463.95497
4983.65892100334	400	139.66	50	130	50	0	-1670585458.89461
4988.76016712189	400	140.243	50	130	50	0	-1670585453.79336
4993.87579703331	400	140.232	50	130	50	0	-1670585448.67773
4998.98508000374	400	140.565	50	130	50	0	-1670585443.56845
5004.11711096764	400	140.245	50	130	50	0	-1670585438.43642
5009.21713900566	400	140.742	50	130	50	0	-1670585433.33639
5014.31716990471	400	140.423	50	130	50	0	-1670585428.23636
5019.41719794273	400	140.913	50	130	50	0	-1670585423.13633
5024.50222706795	400	140.461	50	130	50	0	-1670585418.0513
5029.59825706482	400	140.922	50	130	50	0	-1670585412.95527
5034.66928195953	400	140.796	50	130	50	0	-1670585407.88425
5039.77431201935	400	140.762	50	130	50	0	-1670585402.77922
5044.8613409996	400	141.263	50	130	50	0	-1670585397.69219
5049.97141003609	400	140.647	50	130	50	0	-1670585392.58212
5055.05939912796	400	141.126	50	130	50	0	-1670585387.49413
5060.13579201698	400	141.043	50	130	50	0	-1670585382.41774
5065.22595310211	400	141.459	50	130	50	0	-1670585377.32758
5070.29584312439	400	141.038	50	130	50	0	-1670585372.25769
5075.37632203102	400	141.626	50	130	50	0	-1670585367.17721
5080.44825100899	400	141.353	50	130	50	0	-1670585362.10528
5085.51905894279	400	141.593	50	130	50	0	-1670585357.03447
5090.60201096535	400	141.915	50	130	50	0	-1670585351.95152
5095.70027899742	400	141.513	50	130	50	0	-1670585346.85325
5100.78225302696	400	142.118	50	130	50	0	-1670585341.77128
5105.88493800163	400	141.712	50	130	50	0	-1670585336.66859
5111.00381994247	400	142.023	50	130	50	0	-1670585331.54971
5116.08501005173	400	142.165	50	130	50	0	-1670585326.46852
5121.16598510742	400	142.32	50	130	50	0	-1670585321.38754
5126.27721595764	400	142.485	50	130	50	0	-1670585316.27631
5131.35264110565	400	142.139	50	130	50	0	-1670585311.20089
5136.43868899345	400	142.715	50	130	50	0	-1670585306.11484
5141.51980113983	400	142.061	50	130	50	0	-1670585301.03373
5146.59067893028	400	142.703	50	130	50	0	-1670585295.96285
5151.6813659668	400	142.492	50	130	50	0	-1670585290.87216
5156.75277900696	400	142.775	50	130	50	0	-1670585285.80075
5161.81368207932	400	142.522	50	130	50	0	-1670585280.73985
5166.88517093658	400	143.069	50	130	50	0	-1670585275.66836
5171.95652604103	400	142.72	50	130	50	0	-1670585270.597
5177.02643704414	400	142.731	50	130	50	0	-1670585265.52709
5182.10807704926	400	143.149	50	130	50	0	-1670585260.44545
5187.17853307724	400	142.756	50	130	50	0	-1670585255.375
5192.2608101368	400	143.373	50	130	50	0	-1670585250.29272
5197.35037899017	400	143.14	50	130	50	0	-1670585245.20315
5202.42309212685	400	143.542	50	130	50	0	-1670585240.13044
5207.51268696785	400	143.404	50	130	50	0	-1670585235.04084
5212.58337306976	400	143.663	50	130	50	0	-1670585229.97016
5217.66400003433	400	143.758	50	130	50	0	-1670585224.88953
5222.74497294426	400	143.864	50	130	50	0	-1670585219.80856
5227.82641601563	400	143.837	50	130	50	0	-1670585214.72711
5232.89712095261	400	144.041	50	130	50	0	-1670585209.65641
5237.98869204521	400	144.242	50	130	50	0	-1670585204.56484
5243.06013703346	400	143.945	50	130	50	0	-1670585199.49339
5248.13025712967	400	144.456	50	130	50	0	-1670585194.42327
5253.19315695763	400	144.568	50	130	50	0	-1670585189.36037
5258.2729780674	400	144.307	50	130	50	0	-1670585184.28055
5263.34523797035	400	144.674	50	130	50	0	-1670585179.20829
5268.4139289856	400	144.406	50	130	50	0	-1670585174.1396
5273.48358893394	400	144.924	50	130	50	0	-1670585169.06994
5278.56594800949	400	144.531	50	130	50	0	-1670585163.98758
5283.64769697189	400	145.013	50	130	50	0	-1670585158.90583
5288.73439908028	400	144.587	50	130	50	0	-1670585153.81913
5293.83972907066	400	145.118	50	130	50	0	-1670585148.7138
5298.93169808388	400	145.221	50	130	50	0	-1670585143.62183
5304.00164103508	400	144.916	50	130	50	0	-1670585138.55189
5309.07274913788	400	145.475	50	130	50	0	-1670585133.48078
5314.15324091911	400	144.918	50	130	50	0	-1670585128.40029
5319.23396110535	400	145.499	50	130	50	0	-1670585123.31957
5324.30457401276	400	145.574	50	130	50	0	-1670585118.24896
5329.38601899147	400	145.472	50	130	50	0	-1670585113.16751
5334.45664405823	400	145.841	50	130	50	0	-1670585108.09689
5339.52836298943	400	145.428	50	130	50	0	-1670585103.02517
5344.59904813766	400	145.989	50	130	50	0	-1670585097.95448
5349.67989492416	400	145.94	50	130	50	0	-1670585092.87364
5354.76099395752	400	146.204	50	130	50	0	-1670585087.79254
5359.8416659832	400	145.726	50	130	50	0	-1670585082.71186
5364.92369413376	400	146.217	50	130	50	0	-1670585077.62984
5370.02518296242	400	146.067	50	130	50	0	-1670585072.52835
5375.10468101501	400	146.318	50	130	50	0	-1670585067.44885
5380.19159793854	400	146.126	50	130	50	0	-1670585062.36193
5385.30218100548	400	146.366	50	130	50	0	-1670585057.25135
5390.39825510979	400	146.491	50	130	50	0	-1670585052.15527
5395.4691529274	400	146.313	50	130	50	0	-1670585047.08438
5400.54017591476	400	146.631	50	130	50	0	-1670585042.01335
5405.64666509628	400	146.367	50	130	50	0	-1670585036.90686
5410.75218510628	400	146.737	50	130	50	0	-1670585031.80134
5415.81349802017	400	146.489	50	130	50	0	-1670585026.74003
5420.88352608681	400	146.961	50	130	50	0	-1670585021.67
5425.96489310265	400	146.677	50	130	50	0	-1670585016.58864
5431.03577804565	400	147.107	50	130	50	0	-1670585011.51775
5436.10698199272	400	146.736	50	130	50	0	-1670585006.44655
5441.18740606308	400	147.088	50	130	50	0	-1670585001.36612
5446.27090191841	400	146.975	50	130	50	0	-1670584996.28263
5451.33979392052	400	147.276	50	130	50	0	-1670584991.21374
5456.40066313744	400	147.213	50	130	50	0	-1670584986.15287
5461.48157811165	400	147.256	50	130	50	0	-1670584981.07195
5466.5626039505	400	147.601	50	130	50	0	-1670584975.99093
5471.66394209862	400	147.42	50	130	50	0	-1670584970.88959
5476.76503109932	400	147.794	50	130	50	0	-1670584965.7885
5481.83523511887	400	147.649	50	130	50	0	-1670584960.71829
5486.90683197975	400	147.922	50	130	50	0	-1670584955.6467
5491.98973298073	400	147.874	50	130	50	0	-1670584950.5638
5497.06856203079	400	147.797	50	130	50	0	-1670584945.48497
5502.13955307007	400	147.981	50	130	50	0	-1670584940.41398
5507.21648812294	400	148.165	50	130	50	0	-1670584935.33704
5512.29185009003	400	148.11	50	130	50	0	-1670584930.26168
5517.37202095985	400	148.451	50	130	50	0	-1670584925.18151
5522.44361805916	400	148.487	50	130	50	0	-1670584920.10991
5527.51512098312	400	148.687	50	130	50	0	-1670584915.03841
5532.59576010704	400	148.54	50	130	50	0	-1670584909.95777
5537.67840194702	400	148.829	50	130	50	0	-1670584904.87513
5542.74797296524	400	148.788	50	130	50	0	-1670584899.80556
5547.83891010284	400	148.836	50	130	50	0	-1670584894.71462
5552.91548395157	400	149.055	50	130	50	0	-1670584889.63805
5558.0029771328	400	149.046	50	130	50	0	-1670584884.55055
5563.08188700676	400	149.406	50	130	50	0	-1670584879.47164
5568.15308499336	400	149.005	50	130	50	0	-1670584874.40045
5573.22414302826	400	149.428	50	130	50	0	-1670584869.32939
5578.29490303993	400	149.251	50	130	50	0	-1670584864.25863
5583.37561011314	400	149.553	50	130	50	0	-1670584859.17792
5588.44716191292	400	149.334	50	130	50	0	-1670584854.10637
5593.51794910431	400	149.704	50	130	50	0	-1670584849.03558
5598.58889913559	400	149.5	50	130	50	0	-1670584843.96463
5603.6589179039	400	149.737	50	130	50	0	-1670584838.89461
5608.72038602829	400	149.971	50	130	50	0	-1670584833.83314
5613.80171298981	400	149.736	50	130	50	0	-1670584828.75182
5618.89283704758	400	150.138	50	130	50	0	-1670584823.66069
5623.96400499344	400	149.876	50	130	50	0	-1670584818.58953
5629.04464101791	400	150.246	50	130	50	0	-1670584813.50889
5634.11536598206	400	150.002	50	130	50	0	-1670584808.43816
5639.19642305374	400	150.162	50	130	50	0	-1670584803.35711
5644.29751896858	400	150.228	50	130	50	0	-1670584798.25601
5649.37926411629	400	150.565	50	130	50	0	-1670584793.17427
5654.46001696587	400	150.112	50	130	50	0	-1670584788.09351
5659.53032207489	400	150.634	50	130	50	0	-1670584783.02321
5664.61163592339	400	150.609	50	130	50	0	-1670584777.94189
5669.69266891479	400	150.589	50	130	50	0	-1670584772.86086
5674.75293898582	400	150.867	50	130	50	0	-1670584767.80059
5679.8136920929	400	150.77	50	130	50	0	-1670584762.73984
5684.87593793869	400	151.134	50	130	50	0	-1670584757.67759
5689.9566450119	400	150.941	50	130	50	0	-1670584752.59689
5695.02669000626	400	151.295	50	130	50	0	-1670584747.52684
5700.10782599449	400	151.407	50	130	50	0	-1670584742.4457
5705.18976712227	400	151.313	50	130	50	0	-1670584737.36376
5710.27113103867	400	151.59	50	130	50	0	-1670584732.2824
5715.35184597969	400	151.266	50	130	50	0	-1670584727.20168
5720.42168307304	400	151.682	50	130	50	0	-1670584722.13185
5725.50350904465	400	151.698	50	130	50	0	-1670584717.05002
5730.5738260746	400	151.549	50	130	50	0	-1670584711.9797
5735.68562912941	400	151.969	50	130	50	0	-1670584706.8679
5740.7705309391	400	151.686	50	130	50	0	-1670584701.783
5745.87214493752	400	151.997	50	130	50	0	-1670584696.68139
5750.93755412102	400	151.816	50	130	50	0	-1670584691.61598
5756.01942896843	400	151.879	50	130	50	0	-1670584686.5341
5761.08976197243	400	152.147	50	130	50	0	-1670584681.46377
5766.17116808891	400	151.918	50	130	50	0	-1670584676.38236
5771.26260590553	400	152.214	50	130	50	0	-1670584671.29092
5776.32354807854	400	152.241	50	130	50	0	-1670584666.22998
5781.4043841362	400	152.387	50	130	50	0	-1670584661.14915
5786.50532793999	400	152.261	50	130	50	0	-1670584656.0482
5791.59644412994	400	152.563	50	130	50	0	-1670584650.95709
5796.66739702225	400	152.354	50	130	50	0	-1670584645.88613
5801.74431395531	400	152.646	50	130	50	0	-1670584640.80922
5806.80957794189	400	152.523	50	130	50	0	-1670584635.74395
5811.89055299759	400	152.83	50	130	50	0	-1670584630.66298
5816.97134304047	400	152.613	50	130	50	0	-1670584625.58219
5822.04236912727	400	152.992	50	130	50	0	-1670584620.51116
5827.12324690819	400	152.898	50	130	50	0	-1670584615.43028
5832.20456004143	400	153.068	50	130	50	0	-1670584610.34897
5837.27544093132	400	153.102	50	130	50	0	-1670584605.27809
5842.36605405808	400	153.243	50	130	50	0	-1670584600.18748
5847.43717694283	400	153.383	50	130	50	0	-1670584595.11635
5852.50812506676	400	153.258	50	130	50	0	-1670584590.0454
5857.59892201424	400	153.554	50	130	50	0	-1670584584.95461
5862.66991305351	400	153.427	50	130	50	0	-1670584579.88362
5867.76118803024	400	153.618	50	130	50	0	-1670584574.79234
5872.83233499527	400	153.684	50	130	50	0	-1670584569.7212
5877.91277503967	400	153.645	50	130	50	0	-1670584564.64075
5882.99410510063	400	153.806	50	130	50	0	-1670584559.55942
5888.07521700859	400	153.791	50	130	50	0	-1670584554.47831
5893.13779306412	400	153.916	50	130	50	0	-1670584549.41574
5898.22658491135	400	153.785	50	130	50	0	-1670584544.32695
5903.30817198753	400	154.092	50	130	50	0	-1670584539.24536
5908.37864303589	400	153.952	50	130	50	0	-1670584534.17489
5913.44976210594	400	154.126	50	130	50	0	-1670584529.10377
5918.53109693527	400	154.029	50	130	50	0	-1670584524.02243
5923.62124991417	400	154.33	50	130	50	0	-1670584518.93228
5928.69275307655	400	154.171	50	130	50	0	-1670584513.86078
5933.75404906273	400	154.512	50	130	50	0	-1670584508.79948
5938.83451509476	400	154.337	50	130	50	0	-1670584503.71901
5943.90588307381	400	154.61	50	130	50	0	-1670584498.64765
5948.97702598572	400	154.52	50	130	50	0	-1670584493.5765
5954.04738402367	400	154.708	50	130	50	0	-1670584488.50615
5959.12875008583	400	154.543	50	130	50	0	-1670584483.42478
5964.20977210999	400	154.891	50	130	50	0	-1670584478.34376
5969.28086304665	400	154.754	50	130	50	0	-1670584473.27267
5974.35226297379	400	155.064	50	130	50	0	-1670584468.20127
5979.43275094032	400	154.825	50	130	50	0	-1670584463.12078
5984.51302504539	400	155.116	50	130	50	0	-1670584458.0405
5989.59461593628	400	155.15	50	130	50	0	-1670584452.95891
5994.67535710335	400	155.097	50	130	50	0	-1670584447.87817
5999.73586010933	400	155.359	50	130	50	0	-1670584442.81767
6004.80778002739	400	155.184	50	130	50	0	-1670584437.74575
6009.88808894157	400	155.55	50	130	50	0	-1670584432.66544
6014.95899796486	400	155.241	50	130	50	0	-1670584427.59453
6020.02060294151	400	155.455	50	130	50	0	-1670584422.53293
6025.09098100662	400	155.667	50	130	50	0	-1670584417.46255
6030.17173314095	400	155.436	50	130	50	0	-1670584412.3818
6035.24261403084	400	155.635	50	130	50	0	-1670584407.31092
6040.31451296806	400	155.631	50	130	50	0	-1670584402.23902
6045.38483500481	400	155.802	50	130	50	0	-1670584397.1687
6050.45649194717	400	155.78	50	130	50	0	-1670584392.09704
6055.53775310516	400	155.777	50	130	50	0	-1670584387.01578
6060.61824297905	400	155.962	50	130	50	0	-1670584381.93529
6065.69959592819	400	155.934	50	130	50	0	-1670584376.85393
6070.7604060173	400	156.082	50	130	50	0	-1670584371.79312
6075.84302401543	400	156.194	50	130	50	0	-1670584366.71051
6080.93228602409	400	156.188	50	130	50	0	-1670584361.62124
6086.01273798943	400	156.105	50	130	50	0	-1670584356.54079
6091.09397101402	400	156.349	50	130	50	0	-1670584351.45956
6096.15558695793	400	156.264	50	130	50	0	-1670584346.39794
6101.23603892326	400	156.637	50	130	50	0	-1670584341.31749
6106.32374095917	400	156.454	50	130	50	0	-1670584336.22979
6111.39768695831	400	156.696	50	130	50	0	-1670584331.15584
6116.45833706856	400	156.772	50	130	50	0	-1670584326.09519
6121.53997898102	400	156.696	50	130	50	0	-1670584321.01355
6126.62056994438	400	156.868	50	130	50	0	-1670584315.93296
6131.69234204292	400	156.824	50	130	50	0	-1670584310.86119
6136.75220894814	400	157.062	50	130	50	0	-1670584305.80132
6141.82322192192	400	156.924	50	130	50	0	-1670584300.73031
6146.89439797401	400	157.22	50	130	50	0	-1670584295.65913
6151.95574402809	400	157.051	50	130	50	0	-1670584290.59779
6157.0483250618	400	157.307	50	130	50	0	-1670584285.5052
6162.12772607803	400	157.115	50	130	50	0	-1670584280.4258
6167.19913697243	400	157.382	50	130	50	0	-1670584275.35439
6172.27025294304	400	157.249	50	130	50	0	-1670584270.28328
6177.36067700386	400	157.575	50	130	50	0	-1670584265.19285
6182.43147397041	400	157.398	50	130	50	0	-1670584260.12206
6187.49432396889	400	157.63	50	130	50	0	-1670584255.05921
6192.57369709015	400	157.525	50	130	50	0	-1670584249.97983
6197.64499092102	400	157.817	50	130	50	0	-1670584244.90854
6202.71604013443	400	157.642	50	130	50	0	-1670584239.83749
6207.79697608948	400	157.854	50	130	50	0	-1670584234.75655
6212.86770510674	400	157.814	50	130	50	0	-1670584229.68582
6217.95212602615	400	157.967	50	130	50	0	-1670584224.6014
6223.02972412109	400	158.109	50	130	50	0	-1670584219.52381
6228.1008310318	400	157.959	50	130	50	0	-1670584214.4527
6233.17198395729	400	158.237	50	130	50	0	-1670584209.38155
6238.25264596939	400	157.956	50	130	50	0	-1670584204.30088
6243.33348608017	400	158.355	50	130	50	0	-1670584199.22004
6248.40408611298	400	158.189	50	130	50	0	-1670584194.14944
6253.50589895248	400	158.443	50	130	50	0	-1670584189.04763
6258.59564399719	400	158.305	50	130	50	0	-1670584183.95789
6263.66649103165	400	158.401	50	130	50	0	-1670584178.88704
6268.74804997444	400	158.498	50	130	50	0	-1670584173.80548
6273.82987904549	400	158.581	50	130	50	0	-1670584168.72365
6278.89014005661	400	158.526	50	130	50	0	-1670584163.66339
6283.9529709816	400	158.713	50	130	50	0	-1670584158.60056
6289.02956104279	400	158.614	50	130	50	0	-1670584153.52397
6294.10664606094	400	158.876	50	130	50	0	-1670584148.44688
6299.17341899872	400	158.787	50	130	50	0	-1670584143.38011
6304.25522613525	400	158.911	50	130	50	0	-1670584138.2983
6309.33611297607	400	158.919	50	130	50	0	-1670584133.21742
6314.41749811172	400	158.888	50	130	50	0	-1670584128.13603
6319.47796201706	400	159.073	50	130	50	0	-1670584123.07557
6324.54917693138	400	158.98	50	130	50	0	-1670584118.00435
6329.6398370266	400	159.327	50	130	50	0	-1670584112.91369
6334.71133112907	400	159.111	50	130	50	0	-1670584107.8422
6339.78287196159	400	159.322	50	130	50	0	-1670584102.77066
6344.86306190491	400	159.456	50	130	50	0	-1670584097.69047
6349.94503903389	400	159.456	50	130	50	0	-1670584092.60849
6355.02465391159	400	159.324	50	130	50	0	-1670584087.52888
6360.09651994705	400	159.626	50	130	50	0	-1670584082.45701
6365.16740894318	400	159.416	50	130	50	0	-1670584077.38612
6370.23831391335	400	159.747	50	130	50	0	-1670584072.31522
6375.30859494209	400	159.592	50	130	50	0	-1670584067.24494
6380.37091207504	400	159.778	50	130	50	0	-1670584062.18262
6385.4407389164	400	159.725	50	130	50	0	-1670584057.11279
6390.51173901558	400	159.896	50	130	50	0	-1670584052.04179
6395.57214713097	400	159.774	50	130	50	0	-1670584046.98138
6400.65378093719	400	160.083	50	130	50	0	-1670584041.89975
6405.73461914063	400	159.802	50	130	50	0	-1670584036.81891
6410.81556105614	400	160.119	50	130	50	0	-1670584031.73797
6415.87635302544	400	160.064	50	130	50	0	-1670584026.67718
6420.95722103119	400	160.127	50	130	50	0	-1670584021.59631
6426.03796696663	400	160.266	50	130	50	0	-1670584016.51556
6431.10943508148	400	160.219	50	130	50	0	-1670584011.44409
6436.18074202538	400	160.413	50	130	50	0	-1670584006.37279
6441.26214504242	400	160.292	50	130	50	0	-1670584001.29138
6446.3429620266	400	160.416	50	130	50	0	-1670583996.21057
6451.42401003838	400	160.364	50	130	50	0	-1670583991.12952
6456.48389697075	400	160.558	50	130	50	0	-1670583986.06963
6461.54646110535	400	160.418	50	130	50	0	-1670583981.00707
6466.62664604187	400	160.663	50	130	50	0	-1670583975.92688
6471.70755004883	400	160.565	50	130	50	0	-1670583970.84598
6476.77815294266	400	160.84	50	130	50	0	-1670583965.77538
6481.8492500782	400	160.618	50	130	50	0	-1670583960.70428
6486.92058491707	400	160.93	50	130	50	0	-1670583955.63295
6491.99125695229	400	160.73	50	130	50	0	-1670583950.56227
6497.0818169117	400	160.93	50	130	50	0	-1670583945.47171
6502.16377210617	400	161.081	50	130	50	0	-1670583940.38976
6507.23379206657	400	160.86	50	130	50	0	-1670583935.31974
6512.31562900543	400	161.121	50	130	50	0	-1670583930.2379
6517.38691210747	400	161.002	50	130	50	0	-1670583925.16662
6522.4669470787	400	161.249	50	130	50	0	-1670583920.08658
6527.5485329628	400	161.168	50	130	50	0	-1670583915.005
6532.61964607239	400	161.393	50	130	50	0	-1670583909.93388
6537.6806371212	400	161.31	50	130	50	0	-1670583904.87289
6542.74083209038	400	161.23	50	130	50	0	-1670583899.8127
6547.83220505714	400	161.431	50	130	50	0	-1670583894.72132
6552.91388010979	400	161.352	50	130	50	0	-1670583889.63965
6557.98471403122	400	161.436	50	130	50	0	-1670583884.56882
6563.07560896873	400	161.436	50	130	50	0	-1670583879.47792
6568.15692806244	400	161.633	50	130	50	0	-1670583874.3966
6573.22688603401	400	161.465	50	130	50	0	-1670583869.32664
6578.29836297035	400	161.671	50	130	50	0	-1670583864.25517
6583.37940311432	400	161.58	50	130	50	0	-1670583859.17413
6588.45041704178	400	161.72	50	130	50	0	-1670583854.10311
6593.53138613701	400	161.598	50	130	50	0	-1670583849.02214
6598.61131000519	400	161.877	50	130	50	0	-1670583843.94222
6603.68315005302	400	161.729	50	130	50	0	-1670583838.87038
6608.7743871212	400	161.771	50	130	50	0	-1670583833.77914
6613.84485292435	400	161.886	50	130	50	0	-1670583828.70868
6618.90601801872	400	161.9	50	130	50	0	-1670583823.64751
6623.9769411087	400	161.838	50	130	50	0	-1670583818.57659
6629.04836893082	400	162.161	50	130	50	0	-1670583813.50516
6634.11933898926	400	161.96	50	130	50	0	-1670583808.43419
6639.18022203445	400	162.202	50	130	50	0	-1670583803.37331
6644.26111102104	400	162.015	50	130	50	0	-1670583798.29242
6649.33236002922	400	162.222	50	130	50	0	-1670583793.22117
6654.40284609795	400	162.102	50	130	50	0	-1670583788.15068
6659.47399711609	400	162.422	50	130	50	0	-1670583783.07953
6664.54509997368	400	162.308	50	130	50	0	-1670583778.00843
6669.62620997429	400	162.357	50	130	50	0	-1670583772.92732
6674.70715212822	400	162.62	50	130	50	0	-1670583767.84638
6679.77783203125	400	162.527	50	130	50	0	-1670583762.7757
6684.84911608696	400	162.451	50	130	50	0	-1670583757.70441
6689.93148303032	400	162.638	50	130	50	0	-1670583752.62205
6695.00012898445	400	162.506	50	130	50	0	-1670583747.5534
6700.0711979866	400	162.48	50	130	50	0	-1670583742.48233
6705.1432030201	400	162.712	50	130	50	0	-1670583737.41033
6710.2135989666	400	162.39	50	130	50	0	-1670583732.33993
6715.28494501114	400	162.77	50	130	50	0	-1670583727.26859
6720.37732291222	400	162.552	50	130	50	0	-1670583722.17621
6725.4770359993	400	162.467	50	130	50	0	-1670583717.07649
6730.54828596115	400	162.853	50	130	50	0	-1670583712.00524
6735.62878298759	400	162.59	50	130	50	0	-1670583706.92475
6740.69952607155	400	162.801	50	130	50	0	-1670583701.854
6745.7808110714	400	162.621	50	130	50	0	-1670583696.77272
6750.86162495613	400	162.891	50	130	50	0	-1670583691.69191
6755.93300700188	400	162.651	50	130	50	0	-1670583686.62052
6760.99354195595	400	163.029	50	130	50	0	-1670583681.55999
6766.08462500572	400	163.01	50	130	50	0	-1670583676.46891
6771.17571401596	400	163.012	50	130	50	0	-1670583671.37782
6776.24658703804	400	163.01	50	130	50	0	-1670583666.30694
6781.31688904762	400	163.45	50	130	50	0	-1670583661.23664
6786.40830111504	400	163.014	50	130	50	0	-1670583656.14523
6791.48976492882	400	163.433	50	130	50	0	-1670583651.06377
6796.57996201515	400	163.204	50	130	50	0	-1670583645.97357
6801.65133213997	400	163.391	50	130	50	0	-1670583640.9022
6806.73179793358	400	163.461	50	130	50	0	-1670583635.82173
6811.81339001656	400	163.511	50	130	50	0	-1670583630.74014
6816.90372395515	400	163.731	50	130	50	0	-1670583625.64981
6821.9852540493	400	163.496	50	130	50	0	-1670583620.56828
6827.05654406548	400	163.964	50	130	50	0	-1670583615.49699
6832.13640904427	400	163.451	50	130	50	0	-1670583610.41712
6837.20832705498	400	163.979	50	130	50	0	-1670583605.3452
6842.2889111042	400	163.59	50	130	50	0	-1670583600.26462
6847.37033390999	400	164.02	50	130	50	0	-1670583595.1832
6852.45673012733	400	163.787	50	130	50	0	-1670583590.0968
6857.52141308784	400	164.067	50	130	50	0	-1670583585.03212
6862.60303497314	400	163.963	50	130	50	0	-1670583579.9505
6867.70450305939	400	164.289	50	130	50	0	-1670583574.84903
6872.78440213203	400	164.103	50	130	50	0	-1670583569.76913
6877.87643313408	400	164.451	50	130	50	0	-1670583564.6771
6882.94727802277	400	164.262	50	130	50	0	-1670583559.60625
6888.03801298141	400	164.461	50	130	50	0	-1670583554.51552
6893.11101007462	400	164.377	50	130	50	0	-1670583549.44252
6898.19044113159	400	164.535	50	130	50	0	-1670583544.36309
6903.27551913261	400	164.759	50	130	50	0	-1670583539.27801
6908.37174892426	400	164.47	50	130	50	0	-1670583534.18178
6913.44295096397	400	164.611	50	130	50	0	-1670583529.11058
