,Time(s),SetTemp(K),Temp(K),HeatPower,P,I,D
363,757.21464,115.0,115.008,37.6,67.3,48.5,100.0
364,759.324461,115.0,115.00399999999999,37.6,67.3,48.5,100.0
365,761.435258,115.0,115.00299999999999,37.5,67.3,48.5,100.0
366,763.505547,115.0,115.016,37.4,67.3,48.5,100.0
367,765.575829,120.0,115.01700000000001,100.0,67.3,48.5,100.0
368,767.6559480000001,120.0,115.171,100.0,67.3,48.5,100.0
369,769.736556,120.0,116.535,86.4,67.3,48.5,100.0
370,771.816909,120.0,119.027,43.9,67.3,48.5,100.0
371,773.876859,120.0,121.109,16.0,67.3,48.5,100.0
372,775.957721,120.0,122.025,7.2,67.3,48.5,100.0
373,778.0378469999999,120.0,122.133,9.4,67.3,48.5,100.0
374,780.118296,120.0,121.75399999999999,17.6,67.3,48.5,100.0
375,782.189177,120.0,121.16,27.6,67.3,48.5,100.0
376,784.279753,120.0,120.557,36.8,67.3,48.5,100.0
377,786.419349,120.0,120.08200000000001,43.4,67.3,48.5,100.0
378,788.480634,120.0,119.79899999999999,46.3,67.3,48.5,100.0
379,790.5809019999999,120.0,119.73,46.2,67.3,48.5,100.0
380,792.661233,120.0,119.79799999999999,44.4,67.3,48.5,100.0
381,794.751294,120.0,119.928,41.7,67.3,48.5,100.0
382,796.8621019999999,120.0,120.038,40.1,67.3,48.5,100.0
383,798.941496,120.0,120.09899999999999,39.4,67.3,48.5,100.0
384,801.013067,120.0,120.118,39.1,67.3,48.5,100.0
385,803.082963,120.0,120.09899999999999,39.5,67.3,48.5,100.0
386,805.16335,120.0,120.061,40.3,67.3,48.5,100.0
387,807.244088,120.0,120.01100000000001,40.8,67.3,48.5,100.0
388,809.365276,120.0,119.98299999999999,41.2,67.3,48.5,100.0
389,811.4844009999999,120.0,119.965,41.3,67.3,48.5,100.0
390,813.56555,120.0,119.988,40.5,67.3,48.5,100.0
391,815.635487,120.0,119.98299999999999,41.0,67.3,48.5,100.0
392,817.71608,120.0,120.00299999999999,40.3,67.3,48.5,100.0
